"","GEOID","NAME","B28010_001E","B28010_001M","B28010_002E","B28010_002M","B28010_003E","B28010_003M","B28010_004E","B28010_004M","B28010_005E","B28010_005M","B28010_006E","B28010_006M","B28010_007E","B28010_007M"
"137","12097","Osceola County, Florida",102705,3890,97741,4135,82652,4212,2982,899,94759,4343,15089,2934,4964,1393
"138","12099","Palm Beach County, Florida",552286,5680,522553,5545,447478,5992,22680,1998,499873,6025,75075,4166,29733,2765
"139","12101","Pasco County, Florida",205128,3653,186401,4228,169346,4439,10844,1401,175557,4162,17055,1827,18727,2172
"140","12103","Pinellas County, Florida",405892,5053,370430,5400,326329,5778,24301,2288,346129,5558,44101,3029,35462,2907
"141","12105","Polk County, Florida",241171,4086,216983,4339,173662,5006,11841,1703,205142,4538,43321,3703,24188,2721
"142","12107","Putnam County, Florida",27927,1726,24878,1749,18444,1820,1222,449,23656,1801,6434,1283,3049,813
"143","12109","St. Johns County, Florida",90109,3058,85629,3241,79144,3444,4106,1154,81523,3468,6485,1491,4480,1246
"144","12111","St. Lucie County, Florida",118768,3239,113599,3442,97208,3893,4815,1281,108784,3529,16391,2701,5169,1252
"145","12113","Santa Rosa County, Florida",63891,2129,60536,2312,52899,2574,2448,750,58088,2429,7637,1693,3355,899
"146","12115","Sarasota County, Florida",183721,3804,171380,3993,150011,4521,11577,1893,159803,4213,21369,2402,12341,1919
"147","12117","Seminole County, Florida",179274,2475,171687,2911,156048,3544,7086,1394,164601,2949,15639,2562,7587,1645
"148","12119","Sumter County, Florida",62854,2590,58614,2673,54504,2693,5942,1627,52672,3028,4110,907,4240,1216
"149","12127","Volusia County, Florida",218423,4087,204073,4126,170798,3824,13454,1650,190619,4502,33275,2581,14350,1946
"150","12131","Walton County, Florida",28770,2180,26716,2245,23395,1952,1033,410,25683,2186,3321,1066,2054,767
"151","13013","Barrow County, Georgia",27525,714,25654,955,22430,1086,1021,437,24633,991,3224,804,1871,616
"152","13015","Bartow County, Georgia",35506,1553,33497,1652,27565,2171,1222,580,32275,1610,5932,1473,2009,816
"153","13021","Bibb County, Georgia",57905,1802,50225,2113,37039,2057,2139,652,48086,2202,13186,1614,7680,1353
"154","13031","Bulloch County, Georgia",27097,1613,24349,1773,19477,1933,810,376,23539,1755,4872,1171,2748,890
"155","13045","Carroll County, Georgia",41197,1480,36367,1566,28656,1898,1002,520,35365,1637,7711,1483,4830,1124
"156","13047","Catoosa County, Georgia",24722,1260,22000,1551,18696,1774,1717,727,20283,1555,3304,1005,2722,837
"157","13051","Chatham County, Georgia",107921,2645,101090,3048,82629,3274,2295,652,98795,3126,18461,2580,6831,1258
"158","13057","Cherokee County, Georgia",89974,1560,87696,1626,80919,2088,2278,808,85418,1930,6777,1578,2278,883
"159","13059","Clarke County, Georgia",49698,1441,46141,1743,41883,1823,1836,656,44305,1940,4258,1013,3557,971
"160","13063","Clayton County, Georgia",96286,2093,89596,2444,70753,3115,3286,947,86310,2641,18843,2483,6690,1576
"161","13067","Cobb County, Georgia",283094,3547,276380,4034,253738,4024,6756,1408,269624,3940,22642,2758,6714,1217
"162","13073","Columbia County, Georgia",47167,2238,44082,2167,38566,2171,1175,582,42907,2223,5516,1391,3085,1197
"163","13077","Coweta County, Georgia",52114,1333,48157,2040,40891,2431,1597,611,46560,2072,7266,1813,3957,1341
"164","13089","DeKalb County, Georgia",287001,3281,269348,3626,223811,4842,7924,1573,261424,3944,45537,4468,17653,2068
"165","13095","Dougherty County, Georgia",33717,1752,29913,1954,21272,1903,2154,705,27759,1907,8641,1537,3804,958
"166","13097","Douglas County, Georgia",49534,1582,48036,1711,38553,2285,995,477,47041,1777,9483,1921,1498,702
"167","13113","Fayette County, Georgia",39366,1116,36968,1255,34503,1356,964,477,36004,1354,2465,859,2398,796
"168","13115","Floyd County, Georgia",34672,1416,29331,1841,21903,1577,963,452,28368,1902,7428,1627,5341,1149
"169","13117","Forsyth County, Georgia",81353,873,79380,1061,74840,1474,1932,619,77448,1124,4540,907,1973,619
"170","13121","Fulton County, Georgia",417157,5974,392237,6705,349282,6289,10202,1879,382035,7048,42955,3864,24920,2681
"171","13127","Glynn County, Georgia",34634,1563,31445,1564,25797,1915,1902,778,29543,1721,5648,1676,3189,902
"172","13135","Gwinnett County, Georgia",297658,2747,285143,3607,256189,3893,6464,1434,278679,3808,28954,2721,12515,2269
"173","13139","Hall County, Georgia",64990,1594,60554,1995,49825,2205,2467,656,58087,2134,10729,1731,4436,1304
"174","13151","Henry County, Georgia",75926,1908,73627,1998,68049,2205,2766,838,70861,2028,5578,1470,2299,886
"175","13153","Houston County, Georgia",58155,1653,54954,1911,46171,2698,1448,660,53506,1886,8783,1893,3201,1266
"176","13157","Jackson County, Georgia",23640,877,22022,1147,19220,1113,452,293,21570,1186,2802,816,1618,738
"177","13185","Lowndes County, Georgia",41734,1535,32910,1886,27237,1850,1599,790,31311,2092,5673,1285,8824,1643
"178","13215","Muscogee County, Georgia",72862,2063,65456,2129,50913,2606,2237,655,63219,2077,14543,1836,7406,1148
"179","13217","Newton County, Georgia",38436,794,37405,907,33077,1356,1093,494,36312,985,4328,1027,1031,412
"180","13223","Paulding County, Georgia",53630,1664,51104,1777,45237,2239,899,563,50205,1924,5867,1590,2526,952
"181","13245","Richmond County, Georgia",70534,2579,62122,2724,45925,3103,2544,641,59578,2765,16197,2336,8412,1659
"182","13247","Rockdale County, Georgia",31460,985,30252,1247,25220,1726,752,363,29500,1259,5032,1209,1208,583
"183","13255","Spalding County, Georgia",25659,1135,22671,1344,17625,1528,968,533,21703,1428,5046,1175,2988,968
"184","13285","Troup County, Georgia",25417,1114,22573,1325,15758,1456,1279,632,21294,1407,6815,1381,2844,777
"185","13295","Walker County, Georgia",26895,1290,23224,1733,18915,1768,1267,471,21957,1776,4309,851,3671,1196
"186","13297","Walton County, Georgia",32624,792,29843,1415,25057,1577,1074,463,28769,1527,4786,1076,2781,1224
"187","13313","Whitfield County, Georgia",36658,1376,31640,1596,24093,1454,1691,776,29949,1803,7547,1492,5018,1176
"188","15001","Hawaii County, Hawaii",71565,2191,61539,2370,50087,2575,5046,1230,56493,2353,11452,1869,10026,1694
"189","15003","Honolulu County, Hawaii",308208,3354,286338,3798,249837,4327,9036,1318,277302,3969,36501,2690,21870,2050
"190","15007","Kauai County, Hawaii",22685,1210,20378,1195,17744,1370,1033,460,19345,1223,2634,799,2307,589
"191","15009","Maui County, Hawaii",52794,1950,48777,2028,41433,2285,1509,537,47268,2155,7344,1295,4017,1106
"192","16001","Ada County, Idaho",178712,2497,172131,2728,160425,3304,6932,1530,165199,2942,11706,1926,6581,1394
"193","16005","Bannock County, Idaho",30635,1217,28781,1275,24317,1384,1300,530,27481,1319,4464,1032,1854,549
"194","16019","Bonneville County, Idaho",40224,1153,38175,1182,32633,1434,1384,578,36791,1404,5542,1195,2049,632
"195","16027","Canyon County, Idaho",74520,1350,70667,1719,59782,2229,3656,1305,67011,2105,10885,1957,3853,828
"196","16055","Kootenai County, Idaho",64955,1328,59065,1833,50074,2241,2897,901,56168,1721,8991,1779,5890,1234
"197","16083","Twin Falls County, Idaho",32041,930,29162,1364,24127,1482,756,434,28406,1443,5035,1169,2879,1038
"198","17001","Adams County, Illinois",26397,972,23013,1123,19217,1259,1349,559,21664,1116,3796,872,3384,837
"199","17019","Champaign County, Illinois",84290,2237,78733,2535,68871,2943,3231,857,75502,2588,9862,1770,5557,1217
"200","17031","Cook County, Illinois",1981796,8626,1807902,10582,1525026,9984,63845,3888,1744057,10926,282876,9080,173894,6462
"201","17037","DeKalb County, Illinois",38849,1227,37110,1331,32817,1423,1041,440,36069,1500,4293,999,1739,499
"202","17043","DuPage County, Illinois",345714,2259,328790,2679,299943,3761,10789,1286,318001,2768,28847,2799,16924,1899
"203","17089","Kane County, Illinois",183633,1334,172564,1988,149458,2911,6927,1413,165637,2334,23106,2652,11069,1532
"204","17091","Kankakee County, Illinois",40642,1411,36080,1470,29621,1410,2203,640,33877,1499,6459,1177,4562,927
"205","17093","Kendall County, Illinois",40716,1134,39158,1295,36472,1595,974,635,38184,1395,2686,956,1558,839
"206","17097","Lake County, Illinois",246620,2599,234195,2959,209691,3680,10185,1376,224010,3200,24504,2563,12425,1559
"207","17099","LaSalle County, Illinois",44714,1263,40209,1452,31234,1788,1820,525,38389,1481,8975,1452,4505,927
"208","17111","McHenry County, Illinois",114544,1268,109953,1460,97825,2053,4474,1043,105479,1563,12128,1985,4591,936
"209","17113","McLean County, Illinois",65998,1534,62986,1642,56430,1772,1884,486,61102,1766,6556,1143,3012,802
"210","17115","Macon County, Illinois",44562,1294,39157,1516,31124,1560,2545,713,36612,1589,8033,1150,5405,943
"211","17119","Madison County, Illinois",108977,2233,99224,2515,84137,2646,6470,1414,92754,2771,15087,2214,9753,1629
"212","17143","Peoria County, Illinois",71506,1717,64925,2017,51696,2209,2156,630,62769,2176,13229,1997,6581,1156
"213","17161","Rock Island County, Illinois",61009,1278,55189,1550,44953,1914,2332,612,52857,1575,10236,1358,5820,1173
"214","17163","St. Clair County, Illinois",104803,2310,95493,2868,76493,3427,5503,1210,89990,2727,19000,2437,9310,1630
"215","17167","Sangamon County, Illinois",83006,1728,76429,1996,61907,2131,3417,784,73012,2118,14522,1888,6577,1037
"216","17179","Tazewell County, Illinois",54123,1441,48285,1937,38882,1893,2300,579,45985,1931,9403,1534,5838,1230
"217","17183","Vermilion County, Illinois",30166,1113,24786,1381,19819,1335,1693,496,23093,1359,4967,891,5380,892
"218","17197","Will County, Illinois",231647,2201,220388,2673,195847,3034,8008,1167,212380,2913,24541,2029,11259,1619
"219","17199","Williamson County, Illinois",27815,1041,22809,1672,15370,1573,944,428,21865,1658,7439,1145,5006,1309
"220","17201","Winnebago County, Illinois",114337,1684,104242,1967,83321,2530,5832,982,98410,2083,20921,2290,10095,1317
"221","18003","Allen County, Indiana",147638,1587,135591,2027,112854,2959,6674,1039,128917,2016,22737,2097,12047,1572
"222","18005","Bartholomew County, Indiana",31891,1053,27993,1442,23669,1454,699,375,27294,1439,4324,971,3898,1055
"223","18011","Boone County, Indiana",24808,1211,23528,1333,22173,1327,911,438,22617,1265,1355,672,1280,470
"224","18019","Clark County, Indiana",45905,1254,42569,1413,35077,1662,2049,726,40520,1629,7492,1165,3336,779
"225","18035","Delaware County, Indiana",45311,1941,40470,2135,34638,2246,2103,582,38367,2143,5832,1058,4841,950
"226","18039","Elkhart County, Indiana",73660,1927,66826,2173,53499,2434,2969,756,63857,2295,13327,1938,6834,1294
"227","18043","Floyd County, Indiana",30300,992,28457,1110,23851,1280,1382,471,27075,1121,4606,1087,1843,448
"228","18053","Grant County, Indiana",26923,973,23694,1196,18466,1345,1746,571,21948,1276,5228,1140,3229,867
"229","18057","Hamilton County, Indiana",122876,1759,119943,1809,112872,2257,1648,618,118295,1931,7071,1471,2933,803
"230","18059","Hancock County, Indiana",29605,726,27986,950,23774,1550,1251,571,26735,1055,4212,1333,1619,647
"231","18063","Hendricks County, Indiana",60368,1368,58917,1345,53151,1597,1828,611,57089,1490,5766,1121,1451,545
"232","18067","Howard County, Indiana",35139,1401,32794,1493,27267,1639,1995,627,30799,1494,5527,1235,2345,706
"233","18081","Johnson County, Indiana",57504,1377,54724,1579,47899,2194,2078,824,52646,1448,6825,1521,2780,838
"234","18085","Kosciusko County, Indiana",30798,1441,28537,1444,23308,1451,1715,646,26822,1455,5229,1044,2261,556
"235","18089","Lake County, Indiana",186769,2797,165964,3412,131048,3367,9123,1202,156841,3259,34916,2780,20805,2565
"236","18091","LaPorte County, Indiana",43122,1279,39774,1427,31576,1745,2683,735,37091,1315,8198,1355,3348,702
"237","18095","Madison County, Indiana",50426,1409,44764,1620,34817,1723,2256,587,42508,1761,9947,1473,5662,1024
"238","18097","Marion County, Indiana",373634,3704,332773,4632,269755,5324,15174,2136,317599,4640,63018,4213,40861,3746
"239","18105","Monroe County, Indiana",57102,1586,53973,1620,48841,1919,1800,612,52173,1739,5132,1245,3129,754
