"","GEOID","NAME","B28010_001E","B28010_001M","B28010_002E","B28010_002M","B28010_003E","B28010_003M","B28010_004E","B28010_004M","B28010_005E","B28010_005M","B28010_006E","B28010_006M","B28010_007E","B28010_007M"
"51","13185","Lowndes County, Georgia",41585,1515,35829,1708,30847,1977,2613,835,33216,1713,4982,1210,5756,1098
"52","13215","Muscogee County, Georgia",70306,1831,61483,1926,47181,2157,3189,872,58294,2133,14302,1832,8823,1219
"53","13217","Newton County, Georgia",37519,850,33712,1205,30426,1364,1657,679,32055,1311,3286,1436,3807,1044
"54","13223","Paulding County, Georgia",52707,1442,48829,1845,45514,2071,1447,540,47382,1828,3315,1165,3878,1104
"55","13245","Richmond County, Georgia",71411,2564,61940,2963,46310,3357,4257,993,57683,3048,15630,2273,9471,1557
"56","13247","Rockdale County, Georgia",29849,1103,28365,1237,24322,1501,890,320,27475,1251,4043,1314,1484,623
"57","13255","Spalding County, Georgia",25151,997,20800,1562,17384,1582,1766,841,19034,1574,3416,959,4351,1271
"58","13285","Troup County, Georgia",24716,1176,19947,1485,15303,1626,1352,586,18595,1521,4644,1186,4769,1139
"59","13295","Walker County, Georgia",26270,1292,22736,1704,18030,1731,1178,546,21558,1730,4706,1345,3534,1155
"60","13297","Walton County, Georgia",31114,1089,29044,1224,23158,1449,819,376,28225,1294,5886,1383,2070,698
"61","13313","Whitfield County, Georgia",35824,1363,30840,1736,23053,2108,1321,456,29519,1792,7787,1395,4984,1077
"62","15001","Hawaii County, Hawaii",68857,2122,60747,2418,52128,2160,7610,1418,53137,2306,8619,1439,8110,1340
"63","15003","Honolulu County, Hawaii",312625,3402,288365,4085,251839,4393,12427,1520,275938,4020,36526,2758,24260,2568
"64","15007","Kauai County, Hawaii",22980,1082,20440,1128,17178,1129,886,410,19554,1201,3262,744,2540,528
"65","15009","Maui County, Hawaii",53560,1854,48704,2005,42097,2015,2170,549,46534,1922,6607,1253,4856,1172
"66","16001","Ada County, Idaho",171009,2623,154413,3899,143841,3945,11181,2309,143232,4118,10572,1860,16596,2685
"67","16005","Bannock County, Idaho",31384,910,29369,1164,25972,1355,1015,310,28354,1171,3397,1009,2015,624
"68","16019","Bonneville County, Idaho",41118,725,38453,1029,32811,1212,1887,608,36566,1181,5642,1142,2665,769
"69","16027","Canyon County, Idaho",72684,1211,65448,2020,55882,2187,5942,1217,59506,2146,9566,1803,7236,1428
"70","16055","Kootenai County, Idaho",60383,1911,56545,2277,49557,2361,4448,1375,52097,2333,6988,1534,3838,1231
"71","16083","Twin Falls County, Idaho",30845,1022,28884,1084,24989,1502,2958,867,25926,1392,3895,978,1961,601
"72","17001","Adams County, Illinois",27160,805,23824,1011,18703,1203,1315,520,22509,1131,5121,861,3336,785
"73","17019","Champaign County, Illinois",83080,2094,78489,2386,69374,2612,3366,697,75123,2323,9115,1732,4591,1080
"74","17031","Cook County, Illinois",1948373,8743,1749106,9263,1483775,10615,80774,3902,1668332,9349,265331,8120,199267,5835
"75","17037","DeKalb County, Illinois",38324,1032,35235,1223,30587,1701,1683,578,33552,1384,4648,1283,3089,813
"76","17043","DuPage County, Illinois",341845,2595,320241,3195,297609,3657,15292,1495,304949,3082,22632,2068,21604,1759
"77","17089","Kane County, Illinois",180787,2077,170523,2511,151525,3166,7352,1378,163171,2684,18998,2767,10264,1552
"78","17091","Kankakee County, Illinois",39628,1191,33810,1400,28117,1406,2496,741,31314,1426,5693,1029,5818,1028
"79","17093","Kendall County, Illinois",40930,889,38985,1505,35321,1851,1353,714,37632,1660,3664,1140,1945,1231
"80","17097","Lake County, Illinois",247720,2414,233663,3059,211216,3380,9763,1467,223900,3386,22447,2392,14057,1917
"81","17099","LaSalle County, Illinois",44625,1200,40207,1317,34008,1462,2921,561,37286,1388,6199,1209,4418,782
"82","17111","McHenry County, Illinois",112193,1712,107899,1903,98902,2155,5757,1107,102142,2095,8997,1347,4294,1007
"83","17113","McLean County, Illinois",65146,1738,61066,1888,54282,2187,2028,529,59038,1966,6784,1310,4080,842
"84","17115","Macon County, Illinois",42977,1505,38272,1620,30972,1573,2931,737,35341,1659,7300,951,4705,825
"85","17119","Madison County, Illinois",107212,1923,94788,2550,80906,2851,5594,1197,89194,2706,13882,1891,12424,1523
"86","17143","Peoria County, Illinois",71371,1961,63035,2069,49847,2314,3452,730,59583,2073,13188,1655,8336,1228
"87","17161","Rock Island County, Illinois",60438,1471,53616,1995,43847,1997,3444,724,50172,1975,9769,1546,6822,1098
"88","17163","St. Clair County, Illinois",102793,2202,90706,2647,72636,2898,5642,1285,85064,2899,18070,2109,12087,1689
"89","17167","Sangamon County, Illinois",84583,1744,76340,1854,63338,2122,4465,946,71875,2021,13002,1694,8243,1255
"90","24015","Cecil County, Maryland",36397,1507,33762,1642,30210,1633,2314,678,31448,1661,3552,951,2635,831
"91","24017","Charles County, Maryland",56608,1077,51944,1329,46565,1667,2425,654,49519,1502,5379,1256,4664,817
"92","24021","Frederick County, Maryland",92329,1408,87580,1647,81002,1926,4714,943,82866,1615,6578,1192,4749,1002
"93","24025","Harford County, Maryland",93705,1456,87353,1629,80070,1847,4468,751,82885,1733,7283,1308,6352,984
"94","24027","Howard County, Maryland",115289,1695,111785,1932,105294,2506,2817,769,108968,2052,6491,1811,3504,1009
"95","24031","Montgomery County, Maryland",373219,2431,360440,2898,336495,3980,15293,1549,345147,3387,23945,2479,12779,1545
"96","24033","Prince George's County, Maryland",310730,2413,293371,3235,254933,3927,14103,1452,279268,3566,38438,3213,17359,2041
"97","24037","St. Mary's County, Maryland",40820,1443,37350,1812,35042,1867,2456,898,34894,1868,2308,753,3470,1096
"98","24043","Washington County, Maryland",56663,1259,48992,1628,40828,1850,3156,813,45836,1496,8164,1262,7671,1200
"99","24045","Wicomico County, Maryland",37665,1149,34233,1521,29152,1485,2715,704,31518,1588,5081,1152,3432,930
"100","24510","Baltimore city, Maryland",240280,3634,207922,4247,161040,4242,10411,1544,197511,4382,46882,3509,32358,2639
"101","25001","Barnstable County, Massachusetts",92148,3008,86368,2917,77961,2458,7715,1350,78653,3259,8407,1668,5780,1159
"102","25003","Berkshire County, Massachusetts",54193,1636,48582,1779,42351,1800,5880,1095,42702,1958,6231,1222,5611,1031
"103","25005","Bristol County, Massachusetts",218570,2828,192803,3238,161424,3780,13813,1601,178990,3628,31379,3113,25767,2448
"104","25009","Essex County, Massachusetts",294092,2740,266671,3565,230243,4205,15158,1705,251513,3473,36428,2973,27421,2957
"105","25011","Franklin County, Massachusetts",29239,952,26062,1061,23375,1075,2831,657,23231,1145,2687,754,3177,681
"106","25013","Hampden County, Massachusetts",180933,1783,153921,2702,126041,3655,11835,1786,142086,3089,27880,2794,27012,1924
"107","25015","Hampshire County, Massachusetts",57848,1800,54763,1930,50860,1996,5600,883,49163,2066,3903,894,3085,723
"108","25017","Middlesex County, Massachusetts",599499,3901,554515,4254,519192,5159,27614,2172,526901,4808,35323,3089,44984,2967
"109","25021","Norfolk County, Massachusetts",263862,2627,247494,3046,230983,4017,14632,1950,232862,2929,16511,2584,16368,1559
"110","25023","Plymouth County, Massachusetts",187608,3032,175357,3364,154963,3489,10187,1646,165170,3487,20394,2514,12251,1955
"111","25025","Suffolk County, Massachusetts",308889,3403,282070,4564,242403,5188,11649,1779,270421,4628,39667,3026,26819,2558
"112","25027","Worcester County, Massachusetts",308533,3215,278782,3662,246403,4395,18938,2290,259844,3779,32379,2787,29751,2331
"113","26005","Allegan County, Michigan",44766,1071,39723,1368,33108,1678,2572,633,37151,1424,6615,1178,5043,971
"114","26017","Bay County, Michigan",44907,1067,38305,1343,29559,1710,2516,670,35789,1385,8746,1379,6602,1007
"115","26021","Berrien County, Michigan",64166,1763,57847,1869,47324,2030,4048,888,53799,1914,10523,1333,6319,1039
"116","26025","Calhoun County, Michigan",54556,1354,47856,1555,38099,2048,4972,890,42884,1587,9757,1363,6700,1027
"117","26037","Clinton County, Michigan",29959,760,27215,1079,23333,1204,1861,484,25354,1086,3882,825,2744,663
"118","26045","Eaton County, Michigan",44329,796,41113,904,35443,1464,2665,785,38448,1139,5670,1112,3216,644
"119","26049","Genesee County, Michigan",165719,2865,142806,3220,117237,3545,10521,1325,132285,3377,25569,2532,22913,2342
"120","26055","Grand Traverse County, Michigan",38211,1692,35555,1698,30747,2044,1718,572,33837,1697,4808,1148,2656,610
"121","26065","Ingham County, Michigan",111915,1765,103936,2139,89241,2820,5035,957,98901,2234,14695,2347,7979,1300
"122","26073","Isabella County, Michigan",25000,958,23031,999,19256,1191,1108,307,21923,1023,3775,685,1969,449
"123","26075","Jackson County, Michigan",62220,1324,57041,1499,46854,1613,4713,827,52328,1686,10187,1296,5179,1025
"124","26077","Kalamazoo County, Michigan",104075,2038,96711,2273,85583,2543,5729,833,90982,2289,11128,1752,7364,1166
"125","26081","Kent County, Michigan",240678,2686,221431,3676,195799,3643,11014,1321,210417,3813,25632,2362,19247,2243
"126","26087","Lapeer County, Michigan",34271,848,31010,1048,26582,1193,2131,556,28879,1036,4428,759,3261,741
"127","26091","Lenawee County, Michigan",38559,1367,35246,1314,28063,1322,2258,495,32988,1416,7183,1206,3313,636
"128","26093","Livingston County, Michigan",72726,1027,69451,1283,62850,1394,3734,720,65717,1351,6601,977,3275,779
"129","26099","Macomb County, Michigan",346457,2849,315591,3494,271108,4211,21284,1913,294307,3726,44483,3324,30866,2224
"130","26103","Marquette County, Michigan",25725,1127,23247,1176,19962,1133,1768,453,21479,1233,3285,662,2478,449
"131","26111","Midland County, Michigan",34096,960,30913,1002,26795,1139,1549,470,29364,1059,4118,889,3183,638
"132","26115","Monroe County, Michigan",59528,1330,52876,1696,44700,1828,3917,874,48959,1935,8176,1334,6652,1188
"133","26121","Muskegon County, Michigan",64581,1572,56964,1944,47006,2066,5176,1145,51788,2184,9958,1409,7617,1117
"134","26125","Oakland County, Michigan",504944,3257,475606,3889,431893,4627,22356,1916,453250,4171,43713,3344,29338,2176
"135","26139","Ottawa County, Michigan",104281,1341,95864,1837,87340,2082,4196,847,91668,2025,8524,1321,8417,1529
"136","26145","Saginaw County, Michigan",80958,1412,70197,2132,55476,1869,5077,948,65120,2196,14721,1529,10761,1599
"137","26147","St. Clair County, Michigan",65117,1530,59122,1807,47892,1979,4042,751,55080,1950,11230,1585,5995,961
"138","26155","Shiawassee County, Michigan",27277,902,24035,1092,19960,1292,2130,582,21905,1147,4075,779,3242,764
"139","26159","Van Buren County, Michigan",29037,1207,26475,1282,21778,1247,1533,458,24942,1301,4697,874,2562,479
"140","26161","Washtenaw County, Michigan",140729,1922,133594,2201,122571,2566,6285,986,127309,2251,11023,1264,7135,1206
"141","26163","Wayne County, Michigan",683986,5594,602549,6132,474141,7189,32166,2279,570383,6124,128408,4959,81437,3703
"142","27003","Anoka County, Minnesota",127305,1201,118897,1854,107871,2236,7276,1161,111621,2034,11026,1667,8408,1265
"143","27013","Blue Earth County, Minnesota",26098,889,24252,974,22064,1089,2019,700,22233,968,2188,571,1846,425
"144","27019","Carver County, Minnesota",35721,1048,34450,1116,32910,1225,1412,428,33038,1234,1540,384,1271,377
"145","27037","Dakota County, Minnesota",160590,1375,152373,1925,139605,2104,7191,1116,145182,2323,12768,1803,8217,1215
"146","27053","Hennepin County, Minnesota",507728,3356,477306,4003,435605,4901,25712,2289,451594,4238,41701,3554,30422,2927
"147","27109","Olmsted County, Minnesota",61873,1343,58225,1487,53847,1535,3506,774,54719,1661,4378,922,3648,776
"148","27123","Ramsey County, Minnesota",211123,2185,196174,2252,170928,3262,11668,1363,184506,2458,25246,2472,14949,1693
"149","27131","Rice County, Minnesota",23130,844,21027,964,17860,1193,1789,621,19238,1012,3167,848,2103,531
"150","27137","St. Louis County, Minnesota",85213,1610,75977,1958,63805,2238,5433,778,70544,1842,12172,1468,9236,1202
"151","27139","Scott County, Minnesota",50018,622,47034,768,43978,1116,2496,842,44538,1071,3056,842,2984,672
"152","27141","Sherburne County, Minnesota",31869,965,30072,1034,26890,1290,1479,543,28593,1066,3182,931,1797,582
"153","27145","Stearns County, Minnesota",59708,1098,55227,1432,48753,1862,3858,899,51369,1600,6474,1177,4481,797
"154","27163","Washington County, Minnesota",92337,1678,89317,1890,83044,1967,3469,911,85848,2036,6273,1014,3020,897
"155","27171","Wright County, Minnesota",47868,947,44447,1205,40429,1325,2344,624,42103,1264,4018,880,3421,821
"156","28033","DeSoto County, Mississippi",61764,1429,57832,1566,48241,1903,2804,757,55028,1698,9591,1637,3932,1016
"157","28035","Forrest County, Mississippi",28066,1386,25239,1578,18773,1909,1276,641,23963,1584,6466,1335,2827,722
"158","28047","Harrison County, Mississippi",78449,2380,69130,2848,54641,3320,3473,1076,65657,2948,14489,2172,9319,1730
"159","28049","Hinds County, Mississippi",89570,2221,77910,2649,54461,2751,3221,649,74689,2708,23449,2315,11660,1621
"160","28059","Jackson County, Mississippi",52318,2088,47433,2335,38468,2616,1973,695,45460,2240,8965,2011,4885,1200
"161","28067","Jones County, Mississippi",23950,1598,18357,1746,12747,1696,755,442,17602,1723,5610,1349,5593,1218
"162","28075","Lauderdale County, Mississippi",30019,1417,25222,1728,19832,1777,1907,781,23315,1857,5390,1152,4797,1101
"163","28081","Lee County, Mississippi",30844,1320,26262,1539,18448,1379,1316,547,24946,1572,7814,1150,4582,1092
"164","28089","Madison County, Mississippi",40539,1113,37628,1312,30966,1680,1404,555,36224,1449,6662,1718,2911,794
"165","28121","Rankin County, Mississippi",54699,2011,51380,2093,43235,2191,2548,943,48832,2210,8145,1677,3319,795
"166","29019","Boone County, Missouri",70355,1728,65265,2044,57889,2496,2757,762,62508,2033,7376,1958,5090,1288
"167","29021","Buchanan County, Missouri",33716,1588,26569,1752,21579,1599,1529,518,25040,1771,4990,949,7147,1217
"168","29031","Cape Girardeau County, Missouri",29245,1264,26375,1296,22205,1375,1608,678,24767,1345,4170,956,2870,859
"169","29037","Cass County, Missouri",40545,644,37661,1047,30381,1510,1801,591,35860,989,7280,1251,2884,784
"170","29043","Christian County, Missouri",32009,902,29415,1143,24212,1422,1511,502,27904,1289,5203,1326,2594,853
"171","29047","Clay County, Missouri",92020,1848,84904,2302,73539,2450,3550,850,81354,2416,11365,2079,7116,1408
"172","29051","Cole County, Missouri",29726,1009,26600,1079,22490,1228,2382,663,24218,1127,4110,1044,3126,727
"173","29071","Franklin County, Missouri",40256,1356,36219,1406,30227,1464,2663,823,33556,1477,5992,1273,4037,766
"174","29077","Greene County, Missouri",120498,2271,110911,2202,94019,2762,5615,1028,105296,2464,16892,1939,9587,1427
"175","29095","Jackson County, Missouri",285887,3405,259233,3794,212777,4570,13538,1723,245695,4066,46456,3292,26654,2143
"176","29097","Jasper County, Missouri",46784,1414,41745,1627,32686,2023,2506,804,39239,1599,9059,1561,5039,968
"177","29099","Jefferson County, Missouri",84301,1469,78898,1652,67628,2015,4392,988,74506,1713,11270,1632,5403,1051
"178","29165","Platte County, Missouri",39407,1025,38083,1184,34574,1432,2277,720,35806,1410,3509,971,1324,495
"179","29183","St. Charles County, Missouri",145332,2211,139721,2307,129778,2633,7011,1081,132710,2418,9943,1608,5611,993
"180","17179","Tazewell County, Illinois",54253,1483,48837,1659,42765,1812,3015,922,45822,1638,6072,1082,5416,950
"181","17183","Vermilion County, Illinois",30241,1213,25086,1536,18570,1417,2027,546,23059,1406,6516,1189,5155,909
"182","17197","Will County, Illinois",228366,2621,215346,3084,193331,3086,8559,1228,206787,3444,22015,2113,13020,1651
"183","17199","Williamson County, Illinois",26845,1315,22013,1566,17163,1633,1599,435,20414,1526,4850,893,4832,1068
"184","17201","Winnebago County, Illinois",113789,2013,103931,2328,85913,2420,6550,1015,97381,2282,18018,1534,9858,1284
"185","18003","Allen County, Indiana",143105,2368,131434,2783,107170,3326,8769,1238,122665,2994,24264,2505,11671,1633
"186","18005","Bartholomew County, Indiana",31498,1173,28098,1323,24090,1506,1917,679,26181,1388,4008,1083,3400,847
"187","18011","Boone County, Indiana",25699,744,23530,958,21165,1117,1128,452,22402,1110,2365,875,2169,672
"188","18019","Clark County, Indiana",44957,1396,40272,1667,32961,1780,2052,585,38220,1606,7311,1188,4685,945
"189","18035","Delaware County, Indiana",46588,1453,41429,1634,34286,1986,2484,641,38945,1652,7143,1326,5159,978
"190","18039","Elkhart County, Indiana",73363,1396,64762,1521,51587,1994,4717,1058,60045,1722,13175,1853,8601,1162
"191","18043","Floyd County, Indiana",28614,1058,25338,1178,22306,1207,1175,350,24163,1188,3032,766,3276,663
"192","18053","Grant County, Indiana",25878,1360,22819,1356,18015,1408,2155,567,20664,1303,4804,1022,3059,816
"193","18057","Hamilton County, Indiana",118666,2268,115545,2437,109088,2489,3140,957,112405,2558,6457,1476,3121,860
"194","18059","Hancock County, Indiana",29239,511,27278,957,24668,1276,1417,764,25861,1025,2610,1040,1961,796
"195","18063","Hendricks County, Indiana",58285,1380,55320,1727,49446,2208,1985,768,53335,1794,5874,1587,2965,896
"196","18067","Howard County, Indiana",34243,1399,29990,1613,24603,1635,1916,472,28074,1708,5387,1213,4253,846
"197","18081","Johnson County, Indiana",58648,1070,55083,1428,47201,2233,3048,773,52035,1365,7882,1689,3565,989
"198","18085","Kosciusko County, Indiana",30000,1395,27553,1454,22996,1422,2332,585,25221,1563,4557,964,2447,709
"199","18089","Lake County, Indiana",184206,2966,162515,3411,132246,3605,9509,1387,153006,3300,30269,3186,21691,2149
"200","18091","LaPorte County, Indiana",42385,1508,37367,1665,31477,1622,3159,683,34208,1653,5890,1104,5018,941
"201","18095","Madison County, Indiana",50751,1478,44213,1746,35762,2134,3104,665,41109,1809,8451,1449,6538,1071
"202","18097","Marion County, Indiana",369122,3641,319313,4967,267072,5290,16165,2219,303148,5176,52241,3612,49809,4094
"203","18105","Monroe County, Indiana",57047,1605,53170,1799,46505,2063,2513,741,50657,1794,6665,1300,3877,1131
"204","18109","Morgan County, Indiana",26441,737,23028,1159,18340,1543,1806,541,21222,1159,4688,1228,3413,964
"205","18127","Porter County, Indiana",64722,1325,59228,1653,50644,2019,2942,828,56286,1767,8584,1578,5494,1257
"206","18141","St. Joseph County, Indiana",98705,2519,84906,2803,75466,2666,12476,1751,72430,2924,9440,1285,13799,1310
"207","18157","Tippecanoe County, Indiana",69502,1763,66371,2063,58754,2219,3317,1036,63054,2016,7617,1603,3131,810
"208","18163","Vanderburgh County, Indiana",77174,1582,67921,1988,54973,2384,3792,764,64129,2108,12948,2057,9253,1326
"209","18167","Vigo County, Indiana",41933,1490,36844,1608,29892,1735,2896,799,33948,1621,6952,1158,5089,1042
"210","18177","Wayne County, Indiana",26521,1088,23165,1328,18676,1364,2150,700,21015,1427,4489,1056,3356,764
"211","19013","Black Hawk County, Iowa",52928,1125,47311,1483,41039,1725,3660,752,43651,1506,6272,1128,5617,1074
"212","19049","Dallas County, Iowa",34197,1149,32286,1255,29904,1420,1200,465,31086,1384,2382,766,1911,667
"213","19061","Dubuque County, Iowa",37785,966,34461,1229,29907,1327,2235,594,32226,1389,4554,816,3324,737
"214","19103","Johnson County, Iowa",59190,1546,56714,1627,53291,1907,2927,846,53787,1707,3423,999,2476,705
"215","19113","Linn County, Iowa",89183,1953,82944,2203,73309,2267,5602,1057,77342,2404,9635,1585,6239,1230
"216","19153","Polk County, Iowa",186777,2360,173214,2712,150041,3266,9286,1520,163928,3108,23173,2536,13563,2032
"217","19155","Pottawattamie County, Iowa",36662,991,32340,1437,26858,1568,2776,596,29564,1509,5482,852,4322,914
"218","19163","Scott County, Iowa",64251,1693,57127,1811,49223,1910,3476,668,53651,1806,7904,1321,7124,1291
"219","19169","Story County, Iowa",37689,1211,35427,1350,33092,1416,2088,645,33339,1399,2335,774,2262,1001
"220","19193","Woodbury County, Iowa",39020,1213,35061,1369,27756,1872,2487,708,32574,1436,7305,1373,3959,757
"221","20015","Butler County, Kansas",24385,919,21971,1253,19313,1402,1303,481,20668,1259,2658,778,2414,837
"222","20045","Douglas County, Kansas",47643,1418,45865,1415,42577,1679,2223,612,43642,1492,3288,974,1778,660
"223","20091","Johnson County, Kansas",229030,2177,219319,2658,201786,3177,9844,1314,209475,3077,17533,2388,9711,1451
"224","20103","Leavenworth County, Kansas",27350,1077,25083,1110,21575,1187,1116,467,23967,1148,3508,944,2267,780
"225","20161","Riley County, Kansas",27067,1389,25880,1584,23932,1536,775,352,25105,1618,1948,768,1187,629
"226","20173","Sedgwick County, Kansas",196053,2870,180182,3079,152942,2866,11848,1459,168334,3464,27240,2741,15871,1584
"227","20177","Shawnee County, Kansas",73724,1633,64634,2053,54935,2032,4538,770,60096,2014,9699,1652,9090,1593
"228","20209","Wyandotte County, Kansas",60737,1377,53131,1519,40576,1790,3555,844,49576,1574,12555,1463,7606,1030
"229","21015","Boone County, Kentucky",46388,1225,43904,1440,37612,1758,1991,704,41913,1489,6292,1310,2484,815
"230","21029","Bullitt County, Kentucky",29715,725,26901,875,21872,1352,1451,487,25450,952,5029,1071,2814,753
"231","21037","Campbell County, Kentucky",35740,1488,33312,1510,28614,1585,1872,503,31440,1527,4698,1211,2428,608
"232","21047","Christian County, Kentucky",25584,1236,21967,1428,17423,1522,967,427,21000,1386,4544,1017,3617,871
"233","21059","Daviess County, Kentucky",40920,960,35273,1467,28381,1603,2099,731,33174,1477,6892,1313,5647,1199
"234","21067","Fayette County, Kentucky",129140,2283,121454,2517,105593,2910,4190,931,117264,2647,15861,1786,7686,1371
"235","21093","Hardin County, Kentucky",42911,1212,38723,1487,31199,1898,2036,628,36687,1531,7524,1817,4188,1077
"236","21111","Jefferson County, Kentucky",312747,3307,282838,4015,230531,3992,14305,1590,268533,4164,52307,3404,29909,2408
"237","21117","Kenton County, Kentucky",63679,1401,58719,1451,48997,1700,4140,800,54579,1606,9722,1435,4960,919
"238","21145","McCracken County, Kentucky",26803,1272,23751,1338,19656,1295,1198,441,22553,1380,4095,1057,3052,729
