"","GEOID","NAME","B28010_001E","B28010_001M","B28010_002E","B28010_002M","B28010_003E","B28010_003M","B28010_004E","B28010_004M","B28010_005E","B28010_005M","B28010_006E","B28010_006M","B28010_007E","B28010_007M"
"29","04015","Mohave County, Arizona",91095,3289,84662,3593,68945,3423,5411,1420,79251,3565,15717,2380,6433,1491
"30","04017","Navajo County, Arizona",38732,1795,32372,1923,22169,1601,1385,510,30987,1967,10203,1261,6360,829
"31","04019","Pima County, Arizona",410404,5277,386546,5969,315985,6026,16738,2010,369808,6234,70561,4404,23858,2346
"32","04021","Pinal County, Arizona",153413,3559,145368,3427,126213,3577,5904,1453,139464,3558,19155,2501,8045,1483
"33","04025","Yavapai County, Arizona",102784,2449,95332,2761,83488,3290,7143,1268,88189,2827,11844,2159,7452,1692
"34","04027","Yuma County, Arizona",74042,2409,67240,2860,49686,2551,2489,714,64751,2903,17554,2615,6802,1512
"35","05007","Benton County, Arkansas",100749,1952,95879,2170,81213,2526,2108,727,93771,2349,14666,1913,4870,1187
"36","05031","Craighead County, Arkansas",41409,1584,38696,1583,29276,2240,1200,518,37496,1742,9420,1962,2713,907
"37","05045","Faulkner County, Arkansas",47389,1263,45334,1325,37999,2102,1142,510,44192,1420,7335,1583,2055,628
"38","05051","Garland County, Arkansas",41743,1957,38215,2095,29508,2064,2382,829,35833,2097,8707,1735,3528,982
"39","05069","Jefferson County, Arkansas",27593,1255,23154,1708,14753,1495,784,425,22370,1697,8401,1404,4439,1139
"40","05085","Lonoke County, Arkansas",26052,1344,24116,1402,18472,1581,597,284,23519,1406,5644,1111,1936,664
"41","05119","Pulaski County, Arkansas",158000,3302,144185,3844,111252,4634,4886,1082,139299,3811,32933,3067,13815,1822
"42","05125","Saline County, Arkansas",45455,1550,41551,1787,30643,2329,1145,609,40406,1795,10908,1678,3904,971
"43","05131","Sebastian County, Arkansas",51384,1786,45490,2339,35406,2524,2258,775,43232,2404,10084,1622,5894,1429
"44","05143","Washington County, Arkansas",89249,2141,84628,2574,68294,2944,3161,966,81467,2621,16334,2416,4621,1432
"45","05145","White County, Arkansas",28621,1565,25108,1812,15584,1818,960,438,24148,1775,9524,1810,3513,812
"46","06001","Alameda County, California",585632,3709,558137,4565,502638,5591,14579,1581,543558,4813,55499,3769,27495,2955
"47","06007","Butte County, California",77651,1790,73685,1946,61770,2146,3117,774,70568,2081,11915,1491,3966,950
"48","06013","Contra Costa County, California",399792,2910,386715,3409,340569,5005,10571,1571,376144,3609,46146,3685,13077,2048
"49","06017","El Dorado County, California",74216,2393,70830,2539,64211,2890,2027,543,68803,2518,6619,1328,3386,1168
"50","06019","Fresno County, California",315974,2193,289522,3738,221789,5147,7628,1218,281894,3665,67733,4472,26452,2915
"51","06023","Humboldt County, California",55692,1614,51868,1925,44927,2056,3741,1008,48127,1981,6941,1330,3824,970
"52","06025","Imperial County, California",48182,1865,44324,1947,31131,2225,660,403,43664,2018,13193,2320,3858,839
"53","06029","Kern County, California",272888,3419,247290,4140,182636,5173,6826,1460,240464,4303,64654,4356,25598,3159
"54","06031","Kings County, California",44761,1150,41910,1306,31147,1957,1005,445,40905,1330,10763,1445,2851,786
"55","06033","Lake County, California",25968,1699,24128,1763,19064,1512,1682,749,22446,1845,5064,1371,1840,730
"56","06037","Los Angeles County, California",3328398,9311,3146631,11776,2668472,13953,77943,3960,3068688,12126,478159,10989,181767,6464
"57","06039","Madera County, California",44387,1836,42231,1817,31643,2144,1713,703,40518,1801,10588,1913,2156,810
"58","06041","Marin County, California",105298,1492,101450,1981,95307,2653,4269,998,97181,2228,6143,1660,3848,1338
"59","06045","Mendocino County, California",34478,1479,31064,1466,24420,1652,3433,958,27631,1903,6644,1519,3414,846
"60","06047","Merced County, California",80645,1718,75446,1935,56853,2564,1628,705,73818,2034,18593,2367,5199,1059
"61","06053","Monterey County, California",128227,2197,123742,2338,96093,2802,3707,798,120035,2402,27649,2610,4485,1157
"62","06055","Napa County, California",48107,1441,46009,1549,40137,1823,2601,672,43408,1584,5872,1461,2098,665
"63","06057","Nevada County, California",39365,2247,37754,2206,34536,2231,2148,624,35606,2212,3218,967,1611,648
"64","06059","Orange County, California",1044280,6750,1012117,7188,914883,8330,25136,2120,986981,7362,97234,5440,32163,3298
"65","06061","Placer County, California",147236,1902,143096,1802,134361,2292,4891,1071,138205,2103,8735,1464,4140,1002
"66","06065","Riverside County, California",734948,6129,702294,6675,606771,7541,26395,2760,675899,7071,95523,5259,32654,3592
"67","06067","Sacramento County, California",556752,2991,531833,3643,461673,5385,17400,2117,514433,3778,70160,4288,24919,2514
"68","06071","San Bernardino County, California",644758,4633,614667,5977,500655,7664,14475,1651,600192,6117,114012,6098,30091,2727
"69","06073","San Diego County, California",1132434,6683,1087793,7463,972137,8522,29688,2724,1058105,8006,115656,6275,44641,3427
"70","06075","San Francisco County, California",365851,4759,347877,5293,311777,5561,7576,1426,340301,5697,36100,3641,17974,2387
"71","06077","San Joaquin County, California",230241,2816,218680,3248,170950,4098,5963,988,212717,3402,47730,3436,11561,1497
"72","06079","San Luis Obispo County, California",106512,2641,103085,2927,92720,3369,4309,1075,98776,2808,10365,1726,3427,969
"73","06081","San Mateo County, California",265003,2718,255132,3288,234764,3836,6551,1265,248581,3660,20368,2504,9871,1363
"74","06083","Santa Barbara County, California",146466,2271,138734,2396,118047,3011,5865,1111,132869,2551,20687,2257,7732,1428
"75","06085","Santa Clara County, California",643637,4477,621594,5059,574379,5449,15708,1619,605886,5405,47215,3659,22043,2613
"76","06087","Santa Cruz County, California",97710,2076,93199,2564,82532,3197,4099,966,89100,2654,10667,2205,4511,1352
"77","06089","Shasta County, California",72714,1501,66155,1867,56204,2275,3692,913,62463,2012,9951,1614,6559,1298
"78","06095","Solano County, California",150393,1826,144521,2117,127518,2681,3883,825,140638,2103,17003,2113,5872,1030
"79","06097","Sonoma County, California",190689,2478,183362,2910,164722,3392,8094,1355,175268,3117,18640,2639,7327,1463
"80","06099","Stanislaus County, California",174698,2116,164873,2544,122140,3492,4778,1103,160095,2630,42733,3606,9825,1780
"81","06101","Sutter County, California",33039,731,29119,1181,24608,1397,1362,473,27757,1259,4511,1074,3920,952
"82","06103","Tehama County, California",25310,1013,23473,1181,19380,1562,1451,653,22022,1202,4093,1214,1837,680
"83","06107","Tulare County, California",144109,1768,132975,2881,96353,4923,3467,947,129508,2742,36622,4368,11134,2248
"84","06111","Ventura County, California",268524,3070,251024,3530,218219,4514,6906,1205,244118,3424,32805,3209,17500,2268
"85","06113","Yolo County, California",76075,1259,72235,1577,64319,2042,2133,756,70102,1607,7916,1531,3840,1005
"86","06115","Yuba County, California",26827,921,25029,1038,20051,1378,1159,499,23870,1183,4978,1337,1798,648
"87","08001","Adams County, Colorado",171977,1803,163552,2337,136037,3508,5832,1363,157720,2556,27515,2843,8425,1601
"88","08005","Arapahoe County, Colorado",246302,1972,238975,2304,214979,3351,7157,1262,231818,2488,23996,2631,7327,1628
"89","08013","Boulder County, Colorado",131854,2047,128059,2103,119698,2626,3880,965,124179,1987,8361,1492,3795,832
"90","08014","Broomfield County, Colorado",28062,748,27710,774,26887,899,1130,451,26580,886,823,364,352,221
"91","08031","Denver County, Colorado",318445,3441,303632,3530,263199,4765,9551,1826,294081,3989,40433,4254,14813,2095
"92","08035","Douglas County, Colorado",127476,1510,125512,1693,120751,1884,2814,742,122698,1827,4761,1149,1964,820
"93","08041","El Paso County, Colorado",265798,2654,255741,3267,228096,4537,9325,1417,246416,3333,27645,3183,10057,2047
"94","08059","Jefferson County, Colorado",236496,1962,227113,2167,209335,3131,7928,1478,219185,2456,17778,2562,9383,1370
"95","08069","Larimer County, Colorado",146638,1931,143112,2042,131701,2393,5909,1239,137203,2465,11411,2036,3526,835
"96","08077","Mesa County, Colorado",63644,1525,60157,1643,51831,2470,3090,955,57067,1824,8326,1885,3487,805
"97","08101","Pueblo County, Colorado",66111,1293,59409,1592,47148,1954,2860,638,56549,1606,12261,1675,6702,1246
"98","08123","Weld County, Colorado",111298,1402,105970,1759,92721,2285,2524,610,103446,1845,13249,1897,5328,1151
"99","09001","Fairfield County, Connecticut",340557,3374,321363,3942,285852,4386,14883,2373,306480,4742,35511,3093,19194,2282
"100","09003","Hartford County, Connecticut",353234,3169,329943,3919,275335,5170,15440,1904,314503,4482,54608,3309,23291,2245
"101","09005","Litchfield County, Connecticut",73969,2002,68662,2403,61300,2546,4000,929,64662,2395,7362,1379,5307,1042
"102","09007","Middlesex County, Connecticut",66884,2293,62609,2370,54461,2247,4076,1122,58533,2735,8148,1527,4275,1095
"103","09009","New Haven County, Connecticut",329006,3626,301026,4509,250386,3804,14477,2095,286549,4806,50640,3572,27980,2515
"104","09011","New London County, Connecticut",109752,1830,101207,2370,87734,2541,6438,1097,94769,2377,13473,2036,8545,1552
"105","09013","Tolland County, Connecticut",56749,1338,54187,1499,47768,2097,3401,1151,50786,1821,6419,1542,2562,834
"106","09015","Windham County, Connecticut",47015,1253,43420,1520,36522,2004,2645,851,40775,1539,6898,1572,3595,987
"107","10001","Kent County, Delaware",68023,1807,62444,2041,50684,2460,2858,950,59586,2306,11760,2207,5579,1216
"108","10003","New Castle County, Delaware",211592,2204,201867,2880,170777,3838,5970,1150,195897,3122,31090,2839,9725,1626
"109","10005","Sussex County, Delaware",96624,2680,89781,3032,75098,2928,4136,849,85645,3128,14683,2097,6843,1451
"110","11001","District of Columbia, District of Columbia",291570,3959,275282,4813,243222,5228,8310,1460,266972,5129,32060,3817,16288,2526
"111","12001","Alachua County, Florida",103024,2847,99757,2955,83322,3411,2086,733,97671,3032,16435,2852,3267,868
"112","12005","Bay County, Florida",69195,2744,66814,2821,55714,2860,2835,777,63979,2776,11100,2241,2381,779
"113","12009","Brevard County, Florida",230043,4772,216250,5087,193437,5554,12933,1950,203317,5438,22813,3073,13793,2186
"114","12011","Broward County, Florida",705472,7707,671227,8195,571055,8892,17829,2227,653398,8397,100172,4958,34245,3524
"115","12015","Charlotte County, Florida",76589,3272,71391,3668,61047,3341,3654,1041,67737,3905,10344,1667,5198,1412
"116","12017","Citrus County, Florida",64448,2659,59974,2817,51929,2562,4454,1014,55520,3135,8045,1698,4474,999
"117","12019","Clay County, Florida",75793,1945,73301,2007,64372,2648,1420,543,71881,2098,8929,1950,2492,870
"118","12021","Collier County, Florida",140578,5062,134309,4947,111203,5124,6595,1326,127714,5084,23106,2903,6269,1704
"119","12023","Columbia County, Florida",25240,1483,23779,1536,17721,1635,558,357,23221,1567,6058,1347,1461,613
"120","12031","Duval County, Florida",368668,4596,345469,5013,283601,6094,13109,2078,332360,5342,61868,4193,23199,2618
"121","12033","Escambia County, Florida",120618,3101,111469,3385,88870,3331,3755,953,107714,3491,22599,2743,9149,1548
"122","12035","Flagler County, Florida",44464,1735,41917,2047,32038,2165,2428,821,39489,2058,9879,1829,2547,950
"123","12053","Hernando County, Florida",78755,1776,74975,1866,64299,2222,4830,922,70145,2100,10676,1635,3780,948
"124","12055","Highlands County, Florida",43351,2443,38247,2673,30135,2610,2636,861,35611,2811,8112,1491,5104,1244
"125","12057","Hillsborough County, Florida",541584,4189,519751,4367,440052,5468,13879,1622,505872,4646,79699,4659,21833,2577
"126","12061","Indian River County, Florida",63917,2654,59039,2817,50924,2893,3872,993,55167,2808,8115,1804,4878,1182
"127","12069","Lake County, Florida",139192,3527,131313,3838,105429,4266,5950,1394,125363,3677,25884,3887,7879,1953
"128","12071","Lee County, Florida",286887,5798,275502,5737,230692,5680,13019,1897,262483,5872,44810,3261,11385,1584
"129","12073","Leon County, Florida",116283,2781,111627,3154,96917,3471,2363,668,109264,3245,14710,2104,4656,1204
"130","12081","Manatee County, Florida",145171,4572,139180,4777,121086,4912,7227,1197,131953,4903,18094,2341,5991,1343
"131","12083","Marion County, Florida",145622,4007,135983,3860,113578,4498,9530,1770,126453,4178,22405,3224,9639,2285
"132","12085","Martin County, Florida",65014,2055,60758,2182,53656,2593,4762,1283,55996,2240,7102,1669,4256,1293
"133","12086","Miami-Dade County, Florida",912805,5898,856771,6852,696860,8516,18154,2388,838617,7186,159911,7001,56034,4259
"134","12087","Monroe County, Florida",32839,2048,30760,2065,25978,1822,821,366,29939,2098,4782,1279,2079,670
"135","12089","Nassau County, Florida",35212,1465,34619,1466,29907,1718,1979,763,32640,1489,4712,1183,593,354
"136","12091","Okaloosa County, Florida",76097,2603,71478,2594,63206,2794,2930,797,68548,2487,8272,1637,4619,1301
"137","12095","Orange County, Florida",457949,6978,439587,7751,381105,7373,10621,1753,428966,8088,58482,4682,18362,3270
"138","12097","Osceola County, Florida",111539,4304,106353,4491,90640,4552,2879,1176,103474,4633,15713,2812,5186,1535
"139","12099","Palm Beach County, Florida",568915,6021,539146,6531,451740,6967,19619,2051,519527,6526,87406,5386,29769,3346
"140","12101","Pasco County, Florida",212856,4410,201988,4332,173151,4229,11907,1578,190081,4457,28837,3105,10868,1641
"141","12103","Pinellas County, Florida",395286,6581,370429,6470,321376,6579,18289,2251,352140,6443,49053,3814,24857,3484
"142","12105","Polk County, Florida",238629,5267,220047,5362,177146,5467,10533,1428,209514,5299,42901,3855,18582,2326
"143","12107","Putnam County, Florida",30866,1415,26957,1474,19563,1690,1325,466,25632,1521,7394,1604,3909,1067
"144","12109","St. Johns County, Florida",94761,2990,90166,3053,79629,3072,2708,992,87458,3021,10537,2031,4595,1271
"145","12111","St. Lucie County, Florida",116900,4160,111047,3822,92606,3830,4976,1194,106071,3909,18441,2873,5853,1472
"146","12113","Santa Rosa County, Florida",66187,2766,62835,2756,55881,2775,2123,705,60712,2712,6954,1194,3352,1011
"147","12115","Sarasota County, Florida",187411,4122,177404,4428,155480,4398,12090,2260,165314,4481,21924,2614,10007,1698
"148","12117","Seminole County, Florida",181142,2623,175513,2785,154370,4029,3744,902,171769,2866,21143,3167,5629,1037
"149","12119","Sumter County, Florida",59458,3085,57277,3163,50624,3178,4745,1288,52532,3032,6653,1974,2181,726
"150","12127","Volusia County, Florida",219451,3752,209180,3952,170024,4718,9707,1560,199473,4325,39156,3832,10271,1457
"151","12131","Walton County, Florida",26475,2685,25009,2607,20646,2056,424,339,24585,2588,4363,1405,1466,621
"152","13013","Barrow County, Georgia",27765,833,25877,1101,20720,1380,1187,589,24690,1191,5157,1272,1888,698
"153","13015","Bartow County, Georgia",39742,1150,36606,1376,30498,1756,1077,551,35529,1434,6108,1382,3136,1212
"154","13021","Bibb County, Georgia",56726,1984,49968,2401,39088,2313,1488,531,48480,2463,10880,1942,6758,1194
"155","13031","Bulloch County, Georgia",28660,1370,27468,1445,21300,1903,613,492,26855,1493,6168,1417,1192,420
"156","13045","Carroll County, Georgia",42798,1323,39117,1640,30047,2011,1236,684,37881,1890,9070,1838,3681,1071
"157","13047","Catoosa County, Georgia",24130,1401,22382,1448,17896,1458,758,400,21624,1368,4486,1037,1748,782
"158","13051","Chatham County, Georgia",107987,2721,101568,2824,81878,3211,3328,849,98240,2719,19690,2765,6419,1364
"159","13057","Cherokee County, Georgia",93441,1407,87520,1980,81599,2423,3075,1170,84445,2214,5921,1615,5921,1730
"160","13059","Clarke County, Georgia",52124,1282,48693,1832,42862,2470,775,410,47918,1914,5831,1426,3431,1512
"161","13063","Clayton County, Georgia",97030,1802,91332,2046,72050,3235,2499,859,88833,2280,19282,2677,5698,1535
"162","13067","Cobb County, Georgia",286952,3167,281513,3114,253439,4650,5825,1013,275688,3144,28074,3552,5439,1406
"163","13073","Columbia County, Georgia",46890,2705,44740,2519,39960,2642,1173,540,43567,2506,4780,1430,2150,1002
"164","13077","Coweta County, Georgia",53640,1356,51175,1704,41331,2182,1999,745,49176,1818,9844,1598,2465,1071
"165","13089","DeKalb County, Georgia",289829,3342,272285,4384,227321,5492,6766,1279,265519,4210,44964,4076,17544,2662
"166","13095","Dougherty County, Georgia",32630,1314,27410,1389,19818,1940,655,359,26755,1427,7592,1550,5220,1091
"167","13097","Douglas County, Georgia",48899,1680,46299,2236,39603,2534,854,385,45445,2253,6696,1567,2600,1267
"168","13113","Fayette County, Georgia",41253,1092,40358,1140,38381,1277,1391,508,38967,1154,1977,731,895,448
"169","13115","Floyd County, Georgia",35443,1365,31975,1525,24356,1774,1246,521,30729,1539,7619,1597,3468,826
"170","13117","Forsyth County, Georgia",81765,1731,80180,1866,75046,1803,1124,417,79056,1876,5134,1066,1585,675
"171","13121","Fulton County, Georgia",439578,4514,419019,4886,370689,6131,9948,2028,409071,5085,48330,4615,20559,2384
"172","13127","Glynn County, Georgia",34614,1867,30423,1973,24761,2145,1078,601,29345,1941,5662,1419,4191,1386
"173","13135","Gwinnett County, Georgia",301471,3216,290909,3502,261156,5440,5634,1272,285275,3584,29753,3989,10562,1957
"174","13139","Hall County, Georgia",65625,2079,61445,2197,51343,2134,1654,648,59791,2333,10102,1751,4180,1129
"175","13151","Henry County, Georgia",79550,1820,76427,2069,68641,2546,2296,973,74131,2185,7786,1888,3123,957
"176","13153","Houston County, Georgia",58417,1868,54229,2037,45522,2593,1320,713,52909,2048,8707,2181,4188,1270
"177","13157","Jackson County, Georgia",25180,831,22951,1128,19103,1386,793,359,22158,1171,3848,1079,2229,803
"178","13185","Lowndes County, Georgia",42639,1440,38546,1888,28575,1685,1337,547,37209,1994,9971,1877,4093,1264
"179","13215","Muscogee County, Georgia",73134,1814,66651,2166,50789,2536,2086,584,64565,2293,15862,2277,6483,1198
"180","13217","Newton County, Georgia",37867,1008,36159,1188,31220,1661,1009,704,35150,1330,4939,1240,1708,748
"181","13223","Paulding County, Georgia",56476,1811,53844,1980,46813,2637,1546,720,52298,2120,7031,2045,2632,1378
"182","13245","Richmond County, Georgia",68361,3137,62950,3108,46419,3001,2565,910,60385,3074,16531,1993,5411,1126
"183","13247","Rockdale County, Georgia",32792,684,30782,993,25506,1654,1130,502,29652,1094,5276,1356,2010,760
"184","13255","Spalding County, Georgia",25339,994,21744,1419,17846,1680,672,428,21072,1421,3898,1085,3595,1080
"185","13285","Troup County, Georgia",24436,1100,20572,1483,15556,1666,819,574,19753,1553,5016,1181,3864,1238
"186","13295","Walker County, Georgia",26760,1208,23986,1504,18235,1589,1075,445,22911,1493,5751,1362,2774,1077
"187","13297","Walton County, Georgia",33350,1012,30567,1234,25816,1343,760,287,29807,1301,4751,1173,2783,889
"188","13313","Whitfield County, Georgia",34518,1533,30138,2124,23705,1953,1793,732,28345,2164,6433,1519,4380,1383
"189","15001","Hawaii County, Hawaii",71193,2209,64872,2505,53655,2902,3247,1066,61625,2666,11217,1781,6321,1392
"190","15003","Honolulu County, Hawaii",316456,3394,296525,4072,253692,4624,10440,1720,286085,4247,42833,3426,19931,2366
"191","15007","Kauai County, Hawaii",22898,1313,21521,1414,17673,1457,657,279,20864,1459,3848,945,1377,529
"192","15009","Maui County, Hawaii",54744,2300,49732,2612,41760,2613,1545,785,48187,2712,7972,1469,5012,1221
"193","16001","Ada County, Idaho",184160,2215,179493,2441,164215,3743,5701,1523,173792,2726,15278,2551,4667,986
"194","16005","Bannock County, Idaho",32010,947,29733,1158,26069,1282,1782,628,27951,1175,3664,964,2277,620
"195","16019","Bonneville County, Idaho",40776,1151,39199,1217,32404,1562,779,417,38420,1307,6795,1581,1577,515
"196","16027","Canyon County, Idaho",77449,1213,73506,1641,60412,2532,2354,609,71152,1854,13094,2112,3943,1248
"197","16055","Kootenai County, Idaho",65283,1428,62288,1660,52265,2606,3063,1112,59225,1892,10023,1927,2995,825
"198","16083","Twin Falls County, Idaho",31850,1040,29042,1407,23961,1637,1126,490,27916,1401,5081,1257,2808,1037
"199","17001","Adams County, Illinois",26993,1143,23119,1310,19127,1316,1242,406,21877,1310,3992,819,3874,836
"200","17019","Champaign County, Illinois",81764,2599,76881,2774,66837,3181,2456,695,74425,2829,10044,1861,4883,1159
"201","17031","Cook County, Illinois",1985613,7470,1824188,9012,1532432,12497,63824,4314,1760364,10231,291756,9726,161425,5564
"202","17037","DeKalb County, Illinois",39330,1037,37897,1077,31990,1837,1342,445,36555,1154,5907,1456,1433,334
"203","17043","DuPage County, Illinois",342195,2951,327444,3528,295913,4569,10035,1449,317409,3656,31531,2813,14751,1650
"204","17089","Kane County, Illinois",182223,2420,172973,3605,146587,3835,6014,1644,166959,3701,26386,2720,9250,2450
"205","17091","Kankakee County, Illinois",39583,1246,35740,1371,28285,1554,1874,584,33866,1307,7455,1081,3843,870
"206","17093","Kendall County, Illinois",41364,1022,40001,1553,34267,2244,841,539,39160,1548,5734,1717,1363,1074
"207","17097","Lake County, Illinois",247661,2713,236808,3179,208775,3836,7485,1237,229323,2956,28033,2469,10853,1632
"208","17099","LaSalle County, Illinois",45411,1145,39896,1619,31580,1589,2535,658,37361,1600,8316,1080,5515,845
"209","17111","McHenry County, Illinois",112669,1850,108486,2034,97261,2720,3185,693,105301,1970,11225,2192,4183,991
"210","17113","McLean County, Illinois",65118,1761,61593,1967,53757,2267,3265,1015,58328,1967,7836,1634,3525,935
"211","17115","Macon County, Illinois",42741,1439,38457,1610,30349,1786,1885,644,36572,1758,8108,1528,4284,907
"212","17119","Madison County, Illinois",108104,2209,100817,2476,84034,2861,4132,915,96685,2509,16783,2325,7287,1345
"213","17143","Peoria County, Illinois",73666,1750,67406,1998,50614,2530,2348,690,65058,2167,16792,1876,6260,1196
"214","17161","Rock Island County, Illinois",60618,1389,55558,1695,42381,2020,2806,759,52752,1708,13177,1590,5060,1000
"215","17163","St. Clair County, Illinois",106156,2038,96353,2478,75390,3041,3443,834,92910,2691,20963,2694,9803,1981
"216","17167","Sangamon County, Illinois",83263,2028,75936,2157,63712,2737,3187,805,72749,2299,12224,1833,7327,1323
"217","17179","Tazewell County, Illinois",53127,1599,47413,1894,39073,2012,2117,553,45296,1863,8340,1513,5714,1237
"218","17183","Vermilion County, Illinois",31154,1241,27539,1216,19589,1371,2505,660,25034,1432,7950,1466,3615,735
"219","17197","Will County, Illinois",230136,2415,218573,2978,189997,3864,6361,922,212212,2941,28576,2825,11563,1614
"220","17199","Williamson County, Illinois",27650,1173,24645,1293,18823,1271,1011,386,23634,1261,5822,1107,3005,991
"221","17201","Winnebago County, Illinois",114833,2036,106983,2006,83675,2853,4416,963,102567,2091,23308,2667,7850,1192
"222","18003","Allen County, Indiana",146280,2066,137954,2200,113432,2872,6034,1232,131920,2379,24522,2691,8326,1251
"223","18005","Bartholomew County, Indiana",30383,1357,28137,1415,24377,1357,1747,669,26390,1381,3760,896,2246,719
"224","18011","Boone County, Indiana",26803,621,25802,765,22237,1219,932,452,24870,880,3565,1153,1001,561
"225","18019","Clark County, Indiana",43704,1666,40842,1772,32503,1953,2054,646,38788,1883,8339,1346,2862,785
"226","18035","Delaware County, Indiana",45640,1858,40720,2008,31559,1763,1588,614,39132,2016,9161,1476,4920,1095
"227","18039","Elkhart County, Indiana",68553,2110,61823,2031,48916,2448,2702,805,59121,2150,12907,2028,6730,1109
"228","18043","Floyd County, Indiana",28544,1205,26625,1190,21509,1258,873,344,25752,1229,5116,998,1919,456
"229","18053","Grant County, Indiana",27127,1116,23999,1355,18499,1560,1190,525,22809,1329,5500,1209,3128,872
"230","18057","Hamilton County, Indiana",125328,1842,122369,2120,114591,2846,2310,750,120059,2206,7778,2054,2959,971
"231","18059","Hancock County, Indiana",28985,1185,26486,1636,23321,1895,561,422,25925,1663,3165,1091,2499,1045
"232","18063","Hendricks County, Indiana",61105,1414,58935,1586,54237,1734,1445,543,57490,1646,4698,1296,2170,811
"233","18067","Howard County, Indiana",34151,1382,31523,1565,23200,1815,1923,723,29600,1681,8323,1512,2628,835
"234","18081","Johnson County, Indiana",57160,1778,53821,1838,46141,2260,1788,681,52033,1951,7680,2057,3339,811
"235","18085","Kosciusko County, Indiana",30991,1563,27752,1619,22484,1359,2022,765,25730,1727,5268,1124,3239,923
"236","18089","Lake County, Indiana",190135,3000,172786,3566,134676,3826,7614,1206,165172,3671,38110,3365,17349,2192
"237","18091","LaPorte County, Indiana",43100,1560,39379,1876,31192,1690,1882,585,37497,1934,8187,1461,3721,787
"238","18095","Madison County, Indiana",51164,1512,46350,1935,35513,2283,2816,767,43534,2030,10837,1568,4814,1089
"239","18097","Marion County, Indiana",379451,3928,337302,5402,269549,5550,14188,2072,323114,5907,67753,4327,42149,4284
