"","GEOID","NAME","B28011_001E","B28011_001M","B28011_002E","B28011_002M","B28011_003E","B28011_003M","B28011_004E","B28011_004M","B28011_005E","B28011_005M","B28011_006E","B28011_006M","B28011_007E","B28011_007M","B28011_008E","B28011_008M"
"36","05031","Craighead County, Arkansas",41409,1584,36586,1667,132,159,26600,2176,2182,735,355,307,1060,695,3763,1065
"37","05045","Faulkner County, Arkansas",47389,1263,44222,1496,49,77,35997,2118,3788,1245,295,285,751,438,2416,761
"38","05051","Garland County, Arkansas",41743,1957,33812,2212,0,206,25447,2298,3365,864,382,271,1037,774,6894,1420
"39","05069","Jefferson County, Arkansas",27593,1255,19083,1807,0,206,10686,1357,2470,575,334,242,1446,669,7064,1581
"40","05085","Lonoke County, Arkansas",26052,1344,22489,1537,36,63,15908,1520,2095,585,324,259,665,538,2898,797
"41","05119","Pulaski County, Arkansas",158000,3302,132112,4085,371,308,97257,4242,10615,1750,912,515,2559,1027,23329,2814
"42","05125","Saline County, Arkansas",45455,1550,39199,1976,0,206,25140,2191,5387,1093,302,249,607,586,5649,1225
"43","05131","Sebastian County, Arkansas",51384,1786,40313,2340,94,155,31657,2342,3738,1102,200,193,1505,838,9566,1685
"44","05143","Washington County, Arkansas",89249,2141,75386,2671,170,211,59368,2787,6395,1570,938,693,2758,1017,11105,2344
"45","05145","White County, Arkansas",28621,1565,22361,1877,55,84,12006,1780,1516,643,196,207,544,405,5716,950
"46","06001","Alameda County, California",585632,3709,531429,5593,786,390,473712,6185,26962,2396,2306,688,8953,1383,45250,4220
"47","06007","Butte County, California",77651,1790,69632,2270,55,89,54107,2631,8978,1397,3517,1483,1408,620,6611,1382
"48","06013","Contra Costa County, California",399792,2910,378254,3847,590,342,332626,4898,24529,2544,2323,878,4439,1202,17099,2502
"49","06017","El Dorado County, California",74216,2393,67993,2543,0,216,53915,2586,8772,1519,1146,554,846,544,5377,1380
"50","06019","Fresno County, California",315974,2193,260191,4312,717,443,201378,5309,26017,2506,1139,416,7606,1540,48177,3558
"51","06023","Humboldt County, California",55692,1614,49508,1986,8,14,35760,1913,5302,1280,2191,777,622,347,5562,1036
"52","06025","Imperial County, California",48182,1865,40601,2015,72,126,30216,2330,3749,1375,0,216,874,622,6707,1421
"53","06029","Kern County, California",272888,3419,227892,4382,288,242,168068,5242,21544,2322,1948,832,6248,1643,38748,3447
"54","06031","Kings County, California",44761,1150,38009,1589,113,183,32061,2088,3025,848,159,215,748,490,6004,1112
"55","06033","Lake County, California",25968,1699,21254,1946,303,455,14761,1859,2759,767,708,315,242,176,4472,1240
"56","06037","Los Angeles County, California",3328398,9311,2937441,11964,4851,1002,2453561,13667,285112,9080,16376,1772,76162,5179,314795,7794
"57","06039","Madera County, California",44387,1836,38475,1839,173,162,27021,2262,3301,809,340,282,1135,627,4777,1107
"58","06041","Marin County, California",105298,1492,97494,2571,173,208,87235,2966,4283,963,512,301,1650,715,6154,1863
"59","06045","Mendocino County, California",34478,1479,28687,1598,47,66,20776,1735,5967,1092,321,251,824,564,4967,1087
"60","06047","Merced County, California",80645,1718,72892,2234,123,121,54003,2889,6841,1413,1114,524,785,473,6968,1421
"61","06053","Monterey County, California",128227,2197,114213,2670,41,69,85270,3180,11110,1382,656,299,2128,690,11886,1722
"62","06055","Napa County, California",48107,1441,43598,1635,70,83,35705,1736,4806,886,592,443,1152,546,3357,1000
"63","06057","Nevada County, California",39365,2247,35139,2142,168,200,27107,2196,6480,1309,455,273,774,460,3452,983
"64","06059","Orange County, California",1044280,6750,971748,7551,1357,458,847668,9984,77527,4107,4297,1001,13264,2211,59268,4050
"65","06061","Placer County, California",147236,1902,135562,2387,114,139,120088,2707,17858,2084,1517,603,2703,816,8971,1731
"66","06065","Riverside County, California",734948,6129,665786,7100,677,461,567303,7553,55437,3813,3734,814,16422,2401,52740,3248
"67","06067","Sacramento County, California",556752,2991,510034,4889,1136,444,434542,5736,43099,3258,4816,1388,9968,1703,36750,3327
"68","06071","San Bernardino County, California",644758,4633,570393,6955,599,266,471192,7112,54362,3560,3757,1008,23821,3019,50544,3502
"69","06073","San Diego County, California",1132434,6683,1050738,8427,994,434,919134,9416,79144,3819,7465,1446,18533,2232,63163,4631
"70","06075","San Francisco County, California",365851,4759,328628,5499,450,283,293679,5341,11275,1479,2024,808,7599,1754,29624,3001
"71","06077","San Joaquin County, California",230241,2816,201572,3687,580,262,153802,4689,16328,1784,774,360,4124,1097,24545,2685
"72","06079","San Luis Obispo County, California",106512,2641,97838,2850,177,181,79561,3383,11401,2024,1003,402,2097,825,6577,1330
"73","06081","San Mateo County, California",265003,2718,247325,3834,190,187,222994,3976,14057,1579,1493,505,3140,874,14538,2179
"74","06083","Santa Barbara County, California",146466,2271,133826,2430,272,242,113080,3132,8273,1240,267,165,2909,770,9731,1715
"75","06085","Santa Clara County, California",643637,4477,601764,5619,791,340,544617,5926,31898,2799,3564,974,9120,1435,32753,3334
"76","06087","Santa Cruz County, California",97710,2076,88104,2614,120,146,74585,2883,7868,1388,1870,1253,2587,930,7019,1611
"77","06089","Shasta County, California",72714,1501,61142,2000,412,240,45869,2113,10497,1422,841,568,2504,909,9068,1464
"78","06095","Solano County, California",150393,1826,138897,2478,190,199,114884,3567,10956,1501,1078,531,2031,849,9465,1713
"79","06097","Sonoma County, California",190689,2478,178092,3174,939,411,153362,3485,15330,1676,2392,783,2433,856,10164,1748
"80","06099","Stanislaus County, California",174698,2116,152467,2734,111,114,116059,3973,20389,2075,1324,494,2997,1157,19234,2497
"81","06101","Sutter County, California",33039,731,27548,1251,128,141,22932,1386,2942,717,51,75,702,392,4789,1088
"82","06103","Tehama County, California",25310,1013,22489,1201,226,251,14216,1669,4363,1238,464,328,350,344,2471,689
"83","06107","Tulare County, California",144109,1768,119101,3469,221,215,88566,3730,15464,2202,1868,885,2858,833,22150,3270
"84","06111","Ventura County, California",268524,3070,241049,3545,674,486,214529,4295,13879,1388,1527,778,5729,1209,21746,2547
"85","06113","Yolo County, California",76075,1259,68652,1788,76,120,54260,2140,5227,1107,295,241,2610,855,4813,1192
"86","06115","Yuba County, California",26827,921,24438,958,126,153,16561,1428,2801,839,393,306,56,93,2333,807
"87","08001","Adams County, Colorado",171977,1803,155256,2644,306,225,129041,3478,10880,1494,1527,830,2226,921,14495,2074
"88","08005","Arapahoe County, Colorado",246302,1972,230583,2707,650,304,200507,3610,13642,1627,2004,771,4686,1197,11033,1943
"89","08013","Boulder County, Colorado",131854,2047,122742,2320,290,264,108272,2727,7712,1555,585,371,3146,967,5966,1155
"90","08014","Broomfield County, Colorado",28062,748,26464,871,76,96,24372,1093,1788,564,100,114,927,440,671,344
"91","08031","Denver County, Colorado",318445,3441,291854,4259,479,401,254018,4606,14340,1990,2609,1004,7697,1559,18894,2802
"92","08035","Douglas County, Colorado",127476,1510,123745,1743,130,136,112454,2405,10654,1375,467,381,1195,481,2536,903
"93","08041","El Paso County, Colorado",265798,2654,247707,3342,757,360,210368,4514,18411,2165,2078,728,3893,1048,14198,2015
"94","08059","Jefferson County, Colorado",236496,1962,218501,2954,263,244,193823,3884,15427,1616,1248,386,4025,1234,13970,2042
"95","08069","Larimer County, Colorado",146638,1931,135272,2566,577,392,113422,3384,12553,1582,1932,1002,4521,1084,6845,1456
"96","08077","Mesa County, Colorado",63644,1525,56757,2060,649,474,46557,2559,4249,967,650,433,619,389,6268,1552
"97","08101","Pueblo County, Colorado",66111,1293,54465,1990,184,140,42811,1877,4757,884,675,449,1527,662,10119,1627
"98","08123","Weld County, Colorado",111298,1402,100050,2301,27,48,82901,2616,12455,1745,497,235,2307,694,8941,1766
"99","09001","Fairfield County, Connecticut",340557,3374,310617,4264,388,274,277201,4814,10311,1542,1669,708,5464,1437,24476,2666
"100","09003","Hartford County, Connecticut",353234,3169,309578,4096,1055,561,259728,4963,14344,2215,2228,856,9252,1924,34404,2559
"101","09005","Litchfield County, Connecticut",73969,2002,66713,2467,306,207,58275,2454,3068,799,553,317,1167,548,6089,1090
"102","09007","Middlesex County, Connecticut",66884,2293,58978,2431,302,333,52235,2274,3188,1045,152,148,1917,783,5989,1186
"103","09009","New Haven County, Connecticut",329006,3626,286444,4378,1036,569,247591,4332,9585,1603,1471,830,6317,1550,36245,2868
"104","09011","New London County, Connecticut",109752,1830,97621,2631,127,124,85142,3100,4907,1068,724,590,1500,597,10631,1816
"105","09013","Tolland County, Connecticut",56749,1338,51330,1865,176,191,46481,1974,1764,573,250,274,1703,807,3716,1299
"106","09015","Windham County, Connecticut",47015,1253,41674,1631,139,147,36064,1813,2842,918,144,161,915,563,4426,1127
"107","10001","Kent County, Delaware",68023,1807,60468,2073,107,126,48533,2184,3138,795,737,535,1010,491,6545,1409
"108","10003","New Castle County, Delaware",211592,2204,191146,3311,80,100,166213,3540,5788,1215,1228,639,6789,1435,13657,2334
"109","10005","Sussex County, Delaware",96624,2680,82864,3262,243,230,66798,3099,5368,957,1019,503,1542,612,12218,1913
"110","11001","District of Columbia, District of Columbia",291570,3959,255110,5408,664,506,227059,5024,7279,1432,1511,561,7606,1638,28854,3230
"111","12001","Alachua County, Florida",103024,2847,91042,2978,350,319,74149,3320,6144,1310,512,591,3544,845,8438,1695
"112","12005","Bay County, Florida",69195,2744,61465,3002,108,137,49163,2717,3341,977,861,523,1216,561,6514,1696
"113","12009","Brevard County, Florida",230043,4772,207156,4840,460,350,180050,5513,13830,1881,1649,712,4338,1221,18549,2309
"114","12011","Broward County, Florida",705472,7707,622173,8249,525,315,532636,8729,50432,4668,29318,3640,19391,2996,63908,5012
"115","12015","Charlotte County, Florida",76589,3272,67434,3446,41,67,56384,3131,5140,1008,531,325,1374,530,7781,1423
"116","12017","Citrus County, Florida",64448,2659,55736,2853,355,288,45862,3120,3195,868,811,805,1757,908,6955,1300
"117","12019","Clay County, Florida",75793,1945,71165,2250,76,103,58715,2511,6967,1556,668,628,1137,746,3491,1031
"118","12021","Collier County, Florida",140578,5062,125181,5289,395,465,110395,5107,7101,1716,494,317,4900,1166,10497,2300
"119","12023","Columbia County, Florida",25240,1483,20768,1728,47,80,13049,1466,2811,834,1442,719,1094,723,3378,1146
"120","12031","Duval County, Florida",368668,4596,326108,5514,167,169,252772,6322,17606,2247,1613,793,9240,2060,33320,3665
"121","12033","Escambia County, Florida",120618,3101,101562,3579,226,181,88567,3571,6534,1307,304,192,2099,888,16957,2207
"122","12035","Flagler County, Florida",44464,1735,33952,1885,0,234,26963,2180,3157,681,503,552,6489,1553,4023,1019
"123","12053","Hernando County, Florida",78755,1776,71311,2037,50,84,59855,2561,5975,1352,407,295,1680,711,5764,1209
"124","12055","Highlands County, Florida",43351,2443,34105,2548,99,159,26498,2276,4020,877,655,420,806,499,8440,1495
"125","12057","Hillsborough County, Florida",541584,4189,493267,5071,283,237,415018,5645,18330,2053,3430,874,9595,1883,38722,3248
"126","12061","Indian River County, Florida",63917,2654,54014,2859,272,231,45078,2691,4623,1139,167,161,1618,909,8285,1798
"127","12069","Lake County, Florida",139192,3527,121845,4048,181,169,104473,4536,12770,1814,631,413,3228,1253,14119,2791
"128","12071","Lee County, Florida",286887,5798,258030,6330,322,239,217867,6094,16704,1935,1130,484,7572,1229,21285,2942
"129","12073","Leon County, Florida",116283,2781,103567,3245,0,234,91115,3157,3305,764,248,171,1870,639,10846,1882
"130","12081","Manatee County, Florida",145171,4572,127898,4933,228,197,115833,4818,4572,1033,541,332,6546,1706,10727,2007
"131","12083","Marion County, Florida",145622,4007,128369,3925,767,581,102553,4150,14153,2012,3687,1418,3024,1387,14229,2474
"132","12085","Martin County, Florida",65014,2055,57042,2405,0,234,47107,2620,4252,1747,174,217,2078,742,5894,1570
"133","12086","Miami-Dade County, Florida",912805,5898,734249,8380,860,392,617503,9877,61976,4167,5435,1439,39731,3983,138825,5410
"134","12087","Monroe County, Florida",32839,2048,27954,1946,41,69,25138,1889,1714,339,40,70,1173,679,3712,906
"135","12089","Nassau County, Florida",35212,1465,31963,1488,0,234,22597,1692,3845,1028,418,411,713,528,2536,845
"136","12091","Okaloosa County, Florida",76097,2603,67954,2663,502,636,59809,2664,3822,1199,179,119,2017,886,6126,1542
"137","12095","Orange County, Florida",457949,6978,413364,7483,316,206,355835,8746,22977,2711,2015,753,8549,2003,36036,4123
"138","12097","Osceola County, Florida",111539,4304,97333,4716,393,312,81655,4757,6468,1643,294,217,3378,1474,10828,2644
"139","12099","Palm Beach County, Florida",568915,6021,499502,6669,1016,491,419603,7297,34543,3098,2657,973,18236,2211,51177,4590
"140","12101","Pasco County, Florida",212856,4410,185233,4617,300,211,158614,4197,9495,1532,2760,1202,8323,1545,19300,2534
"141","12103","Pinellas County, Florida",395286,6581,344729,6071,542,280,299265,6047,12666,1838,1397,500,12489,1821,38068,3826
"142","12105","Polk County, Florida",238629,5267,195796,5648,1167,644,151611,5498,10563,1333,1170,612,5619,1512,37214,3206
"143","12107","Putnam County, Florida",30866,1415,25775,1619,111,196,16809,1655,3384,933,498,335,187,153,4904,1141
"144","12109","St. Johns County, Florida",94761,2990,85382,2960,77,129,75006,3102,6064,1584,581,457,3631,1520,5748,1242
"145","12111","St. Lucie County, Florida",116900,4160,104250,3763,139,161,91308,4020,9366,1831,178,178,1575,583,11075,2124
"146","12113","Santa Rosa County, Florida",66187,2766,60713,2752,200,197,50025,2758,6708,1489,328,200,960,607,4514,1125
"147","12115","Sarasota County, Florida",187411,4122,166108,4440,251,213,141817,4247,6774,1452,933,532,6204,1615,15099,2499
"148","12117","Seminole County, Florida",181142,2623,167476,3180,201,194,154195,3456,8511,1711,598,301,2297,854,11369,1860
"149","12119","Sumter County, Florida",59458,3085,53212,2985,50,89,47218,2842,4806,1312,409,382,966,582,5280,1688
"150","12127","Volusia County, Florida",219451,3752,187621,4855,450,276,127877,4217,10723,1290,13710,2232,4306,981,27524,3513
"151","12131","Walton County, Florida",26475,2685,22514,2400,63,104,18514,2185,2352,841,176,317,525,427,3436,1157
"152","13013","Barrow County, Georgia",27765,833,25196,1053,0,234,21868,1323,3357,1025,789,463,319,225,2250,734
"153","13015","Bartow County, Georgia",39742,1150,31853,1594,43,74,22478,1786,3755,1197,423,337,2311,865,5578,1448
"154","13021","Bibb County, Georgia",56726,1984,46527,2421,0,234,37946,2330,3809,835,66,82,1927,870,8272,1353
"155","13031","Bulloch County, Georgia",28660,1370,23590,1744,0,234,18787,1844,1642,636,993,705,1580,778,3490,1080
"156","13045","Carroll County, Georgia",42798,1323,37170,1669,92,152,27253,2242,2961,970,318,287,663,498,4965,1206
"157","13047","Catoosa County, Georgia",24130,1401,21412,1490,131,166,16095,1490,1208,600,58,97,180,228,2538,845
"158","13051","Chatham County, Georgia",107987,2721,93197,2958,499,563,77845,3512,4386,1120,218,208,2596,1051,12194,2242
"159","13057","Cherokee County, Georgia",93441,1407,84680,2418,0,234,73499,3068,6679,1945,112,217,1169,809,7592,1961
"160","13059","Clarke County, Georgia",52124,1282,44775,2214,74,120,37057,2667,3369,1045,204,214,1757,732,5592,1761
"161","13063","Clayton County, Georgia",97030,1802,83839,2336,28,49,64282,2733,6626,1642,333,271,3723,1417,9468,1932
"162","13067","Cobb County, Georgia",286952,3167,272749,4097,350,269,247852,4548,14448,2219,528,335,2962,1249,11241,2419
"163","13073","Columbia County, Georgia",46890,2705,41488,2543,41,73,36602,2395,2979,949,204,250,1433,780,3969,1375
"164","13077","Coweta County, Georgia",53640,1356,47190,1829,468,457,39810,2424,4054,1007,137,160,1277,797,5173,1349
"165","13089","DeKalb County, Georgia",289829,3342,256202,4770,212,205,214647,5216,21800,2692,10665,2432,6145,1386,27482,2827
"166","13095","Dougherty County, Georgia",32630,1314,23794,1757,67,117,16785,1889,2934,876,650,572,1343,744,7493,1348
"167","13097","Douglas County, Georgia",48899,1680,41622,2581,0,234,31891,2601,3072,1061,318,301,3473,1519,3804,1371
"168","13113","Fayette County, Georgia",41253,1092,38822,1158,0,234,36914,1282,3655,963,150,189,751,464,1680,667
"169","13115","Floyd County, Georgia",35443,1365,29653,1625,170,180,24362,1611,3765,1190,223,183,906,634,4884,1005
"170","13117","Forsyth County, Georgia",81765,1731,78020,2022,46,79,71545,2078,7135,1131,325,344,657,362,3088,1093
"171","13121","Fulton County, Georgia",439578,4514,398522,5293,543,682,347774,6429,20676,2731,3854,1567,10579,1998,30477,3128
"172","13127","Glynn County, Georgia",34614,1867,26895,2183,0,234,23006,2078,2347,1026,191,274,1379,871,6340,1567
"173","13135","Gwinnett County, Georgia",301471,3216,269239,4358,229,241,239831,5194,27329,3583,1668,755,3498,1013,28734,3410
"174","13139","Hall County, Georgia",65625,2079,60431,2248,52,88,49482,2665,4789,1138,350,267,780,405,4414,1119
"175","13151","Henry County, Georgia",79550,1820,70371,2741,81,138,57975,3128,6024,1447,193,235,3588,1582,5591,1520
"176","13153","Houston County, Georgia",58417,1868,51512,2056,137,169,42543,2464,4153,1218,247,239,252,318,6653,1665
"177","13157","Jackson County, Georgia",25180,831,20626,1328,45,79,15732,1397,2151,706,467,450,1173,798,3381,876
"178","13185","Lowndes County, Georgia",42639,1440,30594,2029,70,92,24710,2005,2540,803,80,111,2374,998,9671,1902
"179","13215","Muscogee County, Georgia",73134,1814,61871,2251,171,210,50267,2594,4607,1216,6751,1699,1822,742,9441,1680
"180","13217","Newton County, Georgia",37867,1008,35260,1162,72,130,29735,1614,1990,782,9,17,543,522,2064,790
"181","13223","Paulding County, Georgia",56476,1811,50170,2322,0,234,42720,2317,5127,1299,2049,1182,1118,782,5188,2051
"182","13245","Richmond County, Georgia",68361,3137,56024,3092,0,234,45574,2736,3950,1160,323,328,1902,977,10435,1720
"183","13247","Rockdale County, Georgia",32792,684,28111,1523,0,234,22763,1872,1760,665,311,382,939,615,3742,1137
"184","13255","Spalding County, Georgia",25339,994,19719,1563,0,234,16379,1712,2005,790,261,231,1376,745,4244,1143
"185","13285","Troup County, Georgia",24436,1100,19268,1641,71,118,14267,1578,2290,749,1690,944,187,154,4981,1451
"186","13295","Walker County, Georgia",26760,1208,22109,1543,68,117,17602,1736,1006,472,0,234,541,463,4110,1093
"187","13297","Walton County, Georgia",33350,1012,28641,1720,56,93,24934,1769,2495,653,148,179,205,174,4504,1547
"188","13313","Whitfield County, Georgia",34518,1533,29288,1811,171,218,21169,1984,1537,810,303,238,510,327,4720,1071
"189","15001","Hawaii County, Hawaii",71193,2209,60655,2584,82,98,49256,2405,4826,1108,476,374,1317,817,9221,1780
"190","15003","Honolulu County, Hawaii",316456,3394,282885,4283,519,291,248754,5256,9727,1523,1774,658,7709,1418,25862,2607
"191","15007","Kauai County, Hawaii",22898,1313,21012,1413,0,195,17974,1553,647,390,132,168,217,191,1669,587
"192","15009","Maui County, Hawaii",54744,2300,45739,2594,121,137,39760,2720,2778,918,1873,978,1559,723,7446,1400
"193","16001","Ada County, Idaho",184160,2215,169941,3351,170,174,147356,4505,15431,2608,477,310,6296,2139,7923,1578
"194","16005","Bannock County, Idaho",32010,947,28325,1181,209,213,22353,1487,2332,712,197,150,526,310,3159,783
"195","16019","Bonneville County, Idaho",40776,1151,37384,1320,77,123,29328,1477,4149,839,357,396,1148,473,2244,645
"196","16027","Canyon County, Idaho",77449,1213,70709,1876,252,231,50504,2955,8011,1401,1048,559,1789,874,4951,1386
"197","16055","Kootenai County, Idaho",65283,1428,57700,2085,225,204,45343,2381,7085,1427,1458,568,2187,868,5396,1163
"198","16083","Twin Falls County, Idaho",31850,1040,27415,1620,11,22,19522,1755,4032,1101,351,265,882,589,3553,1125
"199","17001","Adams County, Illinois",26993,1143,22025,1353,167,152,17868,1343,1683,547,699,563,477,258,4491,1029
"200","17019","Champaign County, Illinois",81764,2599,68973,3209,209,204,56251,3411,6843,1497,633,666,6120,1735,6671,1574
"201","17031","Cook County, Illinois",1985613,7470,1699696,10484,2186,705,1413775,11871,106072,4951,28160,3572,52373,4376,233544,7367
"202","17037","DeKalb County, Illinois",39330,1037,36418,1170,31,50,29699,1932,3281,901,854,433,579,310,2333,525
"203","17043","DuPage County, Illinois",342195,2951,318442,3993,280,222,286522,4224,16014,1982,1501,650,5070,1164,18683,2215
"204","17089","Kane County, Illinois",182223,2420,162493,3935,273,264,141541,4663,11591,1977,1140,483,3510,1371,16220,2492
"205","17091","Kankakee County, Illinois",39583,1246,31795,1604,62,90,25355,1541,3600,751,420,340,1276,534,6512,1225
"206","17093","Kendall County, Illinois",41364,1022,38409,1789,0,195,32901,2564,5032,1336,17,20,1076,926,1879,1023
"207","17097","Lake County, Illinois",247661,2713,227375,3664,267,167,202395,4241,11104,1438,490,258,3838,975,16448,2104
"208","17099","LaSalle County, Illinois",45411,1145,37817,1838,48,81,28824,1999,4747,739,534,317,727,287,6867,1019
"209","17111","McHenry County, Illinois",112669,1850,106807,2221,432,345,90877,3167,9168,1841,646,342,1172,599,4690,1162
"210","17113","McLean County, Illinois",65118,1761,54044,1949,118,120,43694,2063,4049,943,404,326,4517,1247,6557,1425
"211","17115","Macon County, Illinois",42741,1439,32568,1979,154,174,25301,1933,2623,591,193,153,1191,554,8982,1774
"212","17119","Madison County, Illinois",108104,2209,94370,2779,344,234,77648,3014,7333,1275,171,144,2938,911,10796,1602
"213","17143","Peoria County, Illinois",73666,1750,62181,1968,387,266,48487,2354,4173,794,696,308,2167,870,9318,1435
"214","17161","Rock Island County, Illinois",60618,1389,52538,1665,103,118,39911,1951,2890,749,379,342,1215,492,6865,1157
"215","17163","St. Clair County, Illinois",106156,2038,88633,2590,319,262,67705,3022,6668,1455,2190,1106,3491,1127,14032,2369
"216","17167","Sangamon County, Illinois",83263,2028,66849,2435,99,97,53815,2271,5900,1175,849,412,5435,1472,10979,1656
"217","17179","Tazewell County, Illinois",53127,1599,43645,1838,142,111,35749,1967,2594,833,80,121,1125,371,8357,1465
"218","17183","Vermilion County, Illinois",31154,1241,25054,1363,32,39,15256,1371,2705,616,164,197,627,300,5473,1001
"219","17197","Will County, Illinois",230136,2415,209148,3250,195,131,182336,3521,12267,1325,1286,494,3466,902,17522,2029
"220","17199","Williamson County, Illinois",27650,1173,22923,1432,0,195,14040,1397,2537,590,536,351,370,311,4357,1097
"221","17201","Winnebago County, Illinois",114833,2036,99830,2646,248,150,81069,2994,7117,1345,988,720,3254,968,11749,1802
"222","18003","Allen County, Indiana",146280,2066,131803,2667,238,182,108168,3118,6834,1108,973,480,2193,598,12284,1742
"223","18005","Bartholomew County, Indiana",30383,1357,27364,1505,43,77,21283,1591,2243,610,452,360,345,277,2674,854
"224","18011","Boone County, Indiana",26803,621,23348,1102,0,201,20400,1335,3299,1201,170,178,900,709,2555,972
"225","18019","Clark County, Indiana",43704,1666,34400,2032,189,155,27146,2091,3035,779,480,279,371,284,8933,1577
"226","18035","Delaware County, Indiana",45640,1858,37910,1947,261,246,29805,2180,3192,860,358,267,1405,745,6325,1463
"227","18039","Elkhart County, Indiana",68553,2110,59891,2073,94,121,45807,2261,5004,1222,589,345,1002,614,7660,1131
"228","18043","Floyd County, Indiana",28544,1205,23297,1377,48,81,19608,1396,1466,455,324,256,378,258,4869,1048
"229","18053","Grant County, Indiana",27127,1116,22328,1435,0,201,15576,1535,2661,769,225,192,1033,496,3766,877
"230","18057","Hamilton County, Indiana",125328,1842,119281,2368,35,57,106027,3190,6517,1415,67,85,1883,972,4164,1268
